date,title,url,publication
1/17/15,Excerpt from the secret NSA budget on computer network operations / Code word GENIE,http://www.spiegel.de/media/media-35660.pdf,Der Spiegel
1/17/15,Document about the expansion of the Remote Operations Center (ROC) on endpoint operations,http://www.spiegel.de/media/media-35653.pdf,Der Spiegel
1/17/15,Document explaining the role of the Remote Operations Center (ROC),http://www.spiegel.de/media/media-35654.pdf,Der Spiegel
1/17/15,Interview with an employee of NSA's department for Tailored Access Operations about his field of work,http://www.spiegel.de/media/media-35655.pdf,Der Spiegel
1/17/15,Supply-chain interdiction / Stealthy techniques can crack some of SIGINT's hardest targets,http://www.spiegel.de/media/media-35669.pdf,Der Spiegel
1/17/15,Classification guide for computer network exploitation (CNE),http://www.spiegel.de/media/media-35656.pdf,Der Spiegel
1/17/15,NSA training course material on computer network operations,http://www.spiegel.de/media/media-35657.pdf,Der Spiegel
1/17/15,Overview of methods for NSA integrated cyber operations,http://www.spiegel.de/media/media-35658.pdf,Der Spiegel
1/17/15,NSA project description to recognize and process data that comes from third party attacks on computers,http://www.spiegel.de/media/media-35659.pdf,Der Spiegel
1/17/15,Exploring and exploiting leaky mobile apps with BADASS,http://www.spiegel.de/media/media-35670.pdf,Der Spiegel
1/17/15,Overview of projects of the TAO/ATO department such as the remote destruction of network cards,http://www.spiegel.de/media/media-35661.pdf,Der Spiegel
1/17/15,iPhone target analysis and exploitation with Apple's unique device identifiers (UDID),http://www.spiegel.de/media/media-35662.pdf,Der Spiegel
1/17/15,Report of an NSA Employee about a Backdoor in the OpenSSH Daemon,http://www.spiegel.de/media/media-35663.pdf,Der Spiegel
1/17/15,"NSA document on QUANTUMSHOOTER, an implant to remote-control computers with good network connections from unknown third parties",http://www.spiegel.de/media/media-35664.pdf,Der Spiegel
1/17/15,"CSEC document about the recognition of trojans and other ""network based anomaly""",http://www.spiegel.de/media/media-35665.pdf,Der Spiegel
1/17/15,The formalized process through which analysts choose their data requirement and then get to know the tools that can do the job,http://www.spiegel.de/media/media-35666.pdf,Der Spiegel
1/17/15,QUANTUMTHEORY is a set of technologies allowing man-on-the-side interference attacks on TCP/IP connections (includes STRAIGHTBIZARRE and DAREDEVIL),http://www.spiegel.de/media/media-35667.pdf,Der Spiegel
1/17/15,Sample code of a malware program from the Five Eyes alliance,http://www.spiegel.de/media/media-35668.pdf,Der Spiegel
1/17/15,Explanation of the APEX method of combining passive with active methods to exfiltrate data from networks attacked,http://www.spiegel.de/media/media-35671.pdf,Der Spiegel
1/17/15,Explanation of APEX shaping to put exfiltrating network traffic into patterns that allow plausible deniability,http://www.spiegel.de/media/media-35672.pdf,Der Spiegel
1/17/15,Presentation on the FASHIONCLEFT protocol that the NSA uses to exfiltrate data from trojans and implants to the NSA,http://www.spiegel.de/media/media-35673.pdf,Der Spiegel
1/17/15,Methods to exfiltrate data even from devices which are supposed to be offline,http://www.spiegel.de/media/media-35674.pdf,Der Spiegel
1/17/15,"Document detailing SPINALTAP, an NSA project to combine data from active operations and passive signals intelligence",http://www.spiegel.de/media/media-35675.pdf,Der Spiegel
1/17/15,Technical description of the FASHIONCLEFT protocol the NSA uses to exfiltrate data from Trojans and implants to the NSA,http://www.spiegel.de/media/media-35676.pdf,Der Spiegel
12/28/14,Prying Eyes: Inside the NSA's War on Internet Security,http://www.spiegel.de/international/germany/inside-the-nsa-s-war-on-internet-security-a-1010361.html,Der Spiegel
12/28/14,"NSA Documents: Attacks on VPN, SSL, TLS, SSH, Tor",http://www.spiegel.de/international/world/nsa-documents-attacks-on-vpn-ssl-tls-ssh-tor-a-1010525.html,Der Spiegel
12/28/14,Guide for Analysts on how to use the PRISM Skype Collection,http://www.spiegel.de/media/media-35530.pdf,Der Spiegel
12/28/14,GCHQ Briefing on the BULLRUN Program,http://www.spiegel.de/media/media-35531.pdf,Der Spiegel
12/28/14,GCHQ Presentation on the BULLRUN Programs Decryption Capabilities,http://www.spiegel.de/media/media-35532.pdf,Der Spiegel
12/28/14,NSA LONGHAUL program for end-to-end attack orchestration and key recovery service,http://www.spiegel.de/media/media-35533.pdf,Der Spiegel
12/28/14,"BLUESNORT program on ""Net Defense"" from Encrypted Communications",http://www.spiegel.de/media/media-35534.pdf,Der Spiegel
12/28/14,Presentation from the SIGDEV Conference 2012 explaining which encryption protocols and techniques can be attacked and which not,http://www.spiegel.de/media/media-35535.pdf,Der Spiegel
12/28/14,NSA program SCARLETFEVER explaining how attacks on encrypted connections are orchestrated,http://www.spiegel.de/media/media-35536.pdf,Der Spiegel
12/28/14,Description of VOIP Telephony Encryption methods and cryptanalytic and other ways to attack,http://www.spiegel.de/media/media-35537.pdf,Der Spiegel
12/28/14,NSA Experiment for massive SSL/TLS Decryption,http://www.spiegel.de/media/media-35509.pdf,Der Spiegel
12/28/14,Canadian Document from CES on TLS Trends,http://www.spiegel.de/media/media-35510.pdf,Der Spiegel
12/28/14,Details on how NSA uses the SCARLETFEVER program to attack Scure Sockets Layer (SSL)/Transport Layer Scurity (TLS),http://www.spiegel.de/media/media-35511.pdf,Der Spiegel
12/28/14,Analysis from SSL/TLS Connections through GCHQ in the flying pig database,http://www.spiegel.de/media/media-35512.pdf,Der Spiegel
12/28/14,NSA High Level Description on TURMOIL / APEX Programs on Attacking VPN,http://www.spiegel.de/media/media-35513.pdf,Der Spiegel
12/28/14,Explanation of the GALLANTWAVE that decrypts VPN Traffic within LONGHAUL,http://www.spiegel.de/media/media-35514.pdf,Der Spiegel
12/28/14,"Intro to the VPN Exploitation Process mentioning the protocols attacked - PPTP, IPSEC, SSL, SSH)",http://www.spiegel.de/media/media-35515.pdf,Der Spiegel
12/28/14,Analytic Challenges from Active-Passive Integration when NSA attacks IPSEC VPNs,http://www.spiegel.de/media/media-35516.pdf,Der Spiegel
12/28/14,Overview of the capabilities of the VALIANTSURF program,http://www.spiegel.de/media/media-35517.pdf,Der Spiegel
12/28/14,MALIBU Architecture Overview to exploit VPN Communication,http://www.spiegel.de/media/media-35518.pdf,Der Spiegel
12/28/14,POISENNUT Virtual Private Network Attack Orchestrator (VAO),http://www.spiegel.de/media/media-35519.pdf,Der Spiegel
12/28/14,NSA Presentation on the development of Attacks on VPN,http://www.spiegel.de/media/media-35520.pdf,Der Spiegel
12/28/14,NSA Presentation on the Analysis and Contextualisation of data from VPN,http://www.spiegel.de/media/media-35521.pdf,Der Spiegel
12/28/14,Description of existing projects on VPN decryption,http://www.spiegel.de/media/media-35522.pdf,Der Spiegel
12/28/14,Explanation of the Transform Engine Emulator when attacking VPN,http://www.spiegel.de/media/media-35523.pdf,Der Spiegel
12/28/14,Explanation of the POISENNUT Product and its role when attacking VPN,http://www.spiegel.de/media/media-35524.pdf,Der Spiegel
12/28/14,Explanation of the TURMOIL GALLANTWAVE Program and its role when attacking VPN,http://www.spiegel.de/media/media-35525.pdf,Der Spiegel
12/28/14,Processing of data from exploited VPN in the TURMOIL program,http://www.spiegel.de/media/media-35526.pdf,Der Spiegel
12/28/14,Decryption of VPN Connections within the VALIANTSURF program,http://www.spiegel.de/media/media-35527.pdf,Der Spiegel
12/28/14,Description on the processing of VPN data packets within the TURMOIL program,http://www.spiegel.de/media/media-35528.pdf,Der Spiegel
12/28/14,Explanation on the SPIN9 program on end-to-end attacks on VPN,http://www.spiegel.de/media/media-35529.pdf,Der Spiegel
12/28/14,Explanation of a potential technique to deanonymise users of the TOR network,http://www.spiegel.de/media/media-35538.pdf,Der Spiegel
12/28/14,Analytics on security of TOR hidden services,http://www.spiegel.de/media/media-35539.pdf,Der Spiegel
12/28/14,Overview on Internet Anonymization Services on how they work,http://www.spiegel.de/media/media-35540.pdf,Der Spiegel
12/28/14,TOR deanonymisation research,http://www.spiegel.de/media/media-35541.pdf,Der Spiegel
12/28/14,TOR Overview of Existing Techniques,http://www.spiegel.de/media/media-35542.pdf,Der Spiegel
12/28/14,A potential technique to deanonymise users of the TOR network,http://www.spiegel.de/media/media-35543.pdf,Der Spiegel
12/28/14,General Description how NSA handles encrypted traffic,http://www.spiegel.de/media/media-35544.pdf,Der Spiegel
12/28/14,Intercept with PGP encrypted message,http://www.spiegel.de/media/media-35545.pdf,Der Spiegel
12/28/14,Classification Guide for Cryptanalysis,http://www.spiegel.de/media/media-35546.pdf,Der Spiegel
12/28/14,Procedural GCHQ Document on how analysts are to handle encrypted traffic,http://www.spiegel.de/media/media-35547.pdf,Der Spiegel
12/28/14,NSA / GCHQ Crypt Discovery Joint Collaboration Activity,http://www.spiegel.de/media/media-35548.pdf,Der Spiegel
12/28/14,NSA Cryptographic Modernization (CryptoMod) Classification Guide,http://www.spiegel.de/media/media-35549.pdf,Der Spiegel
12/28/14,"National Information Assurance Research Laboratory (NIARL): Newsletter, Keyword TUNDRA",http://www.spiegel.de/media/media-35550.pdf,Der Spiegel
12/28/14,What Your Mother Never Told You About the development of Signal Intelligence,http://www.spiegel.de/media/media-35551.pdf,Der Spiegel
12/28/14,Intercept with OTR encrypted chat,http://www.spiegel.de/media/media-35552.pdf,Der Spiegel
12/28/14,Obama's Lists: A Dubious History of Targeted Killings in Afghanistan,http://www.spiegel.de/international/world/secret-docs-reveal-dubious-details-of-targeted-killings-in-afghanistan-a-1010358.html,Der Spiegel
12/28/14,US Document from 2009: Including the Drug Trade in the War Against the Taliban,http://www.spiegel.de/media/media-35506.pdf,Der Spiegel
12/28/14,Report about Operation Doody: The Child of the Neighbor Shot By Accident,http://www.spiegel.de/media/media-35507.pdf,Der Spiegel
12/28/14,The JPEL List in Anonymized Form,http://www.spiegel.de/media/media-35508.pdf,Der Spiegel
12/28/14,Take-Down Operation; U.S. SIGINT Provides Key Support,http://www.spiegel.de/media/media-35553.pdf,Der Spiegel
12/13/14,Operation Socialist: The Inside Story of How British Spies Hacked Belgium's Largest Telco,https://firstlook.org/theintercept/2014/12/13/belgacom-hack-gchq-inside-story/,Intercept
12/13/14,Automated NOC detection,https://firstlook.org/theintercept/document/2014/12/13/gchq-automated-noc-detection-2011,Intercept
12/13/14,Mobile Networks in My NOC World,https://firstlook.org/theintercept/document/2014/12/13/gchq-mobile-networks-noc-world,Intercept
12/13/14,Making network sense of the encryption problem,https://firstlook.org/theintercept/document/2014/12/13/gchq-making-network-sense-encryption-problem-2011,Intercept
12/13/14,Stargate CNE requirements,https://firstlook.org/theintercept/document/2014/12/13/gchq-stargate-cne-requirements,Intercept
12/13/14,NAC review - October to December 2011,https://firstlook.org/theintercept/document/2014/12/13/gchq-nac-review-october-december-2011,Intercept
12/13/14,GCHQ NAC review - January to March 2011,https://firstlook.org/theintercept/document/2014/12/13/gchq-nac-business-review-january-march-2011,Intercept
12/13/14,GCHQ NAC review - April to June 2011,https://firstlook.org/theintercept/document/2014/12/13/gchq-nac-review-april-june-2011,Intercept
12/13/14,GCHQ NAC review - July to September 2011,https://firstlook.org/theintercept/document/2014/12/13/gchq-nac-review-july-september-2011,Intercept
12/13/14,GCHQ NAC review - January to March 2012,https://firstlook.org/theintercept/document/2014/12/13/gchq-nac-review-january-march-2012,Intercept
12/13/14,GCHQ Hopscotch,https://firstlook.org/theintercept/document/2014/12/13/hopscotch,Intercept
12/13/14,Belgacom connections,https://firstlook.org/theintercept/document/2014/12/13/gchq-belgacom-connections,Intercept
12/4/14,AURORAGOLD - Project Overview,https://firstlook.org/theintercept/document/2014/12/04/auroragold-project-overview,Intercept
12/4/14,AURORAGOLD Working Group,https://firstlook.org/theintercept/document/2014/12/04/auroragold-working-group/,Intercept
12/4/14,IR.21 - A Technology Warning Mechanism,https://firstlook.org/theintercept/document/2014/12/04/ir-21-technology-warning-mechanism,Intercept
12/4/14,AURORAGOLD - Target Technology Trends Center support to WPMO,https://firstlook.org/theintercept/document/2014/12/04/auroragold-target-technology-trends-center-support-wpmo,Intercept
12/4/14,NSA First-Ever Collect of High-Interest 4G Cellular Signal,https://firstlook.org/theintercept/document/2014/12/04/first-ever-collect-high-interest-4g-cellular-signal,Intercept
12/4/14,AURORAGOLD Working Aid,https://firstlook.org/theintercept/document/2014/12/04/auroragold-working-aid,Intercept
12/4/14,WOLFRAMITE Encryption Attack,https://firstlook.org/theintercept/document/2014/12/04/wolframite-encryption-attack,Intercept
12/4/14,OPULENT PUP Encryption Attack,https://firstlook.org/theintercept/document/2014/12/04/opulent-pup-encryption-attack,Intercept
12/4/14,NSA/GCHQ/CSEC Network Tradecraft Advancement Team,https://firstlook.org/theintercept/document/2014/12/04/nsa-gchq-csec-network-tradecraft-advancement-team,Intercept
12/4/14,Operation AURORAGOLD: How the NSA Hacks Cellphone Networks Worldwide,https://firstlook.org/theintercept/2014/12/04/nsa-auroragold-hack-cellphones/,Intercept
11/20/14,Vodafone-Linked Company Aided British Mass Surveillance,https://firstlook.org/theintercept/2014/11/20/vodafone-surveillance-gchq-snowden/,Intercept
11/20/14,Special Source Operations (SSO) Weekly Brief 25.04.2013 - Windstop System Highlights,https://netzpolitik.org/wp-upload/2014-11-Snowden-Gerontic/25_apr_2013_sso_weekly_brief.pdf,Suddeutsche Zeitung
11/20/14,Mastering the Internet (MTI) Access Project 27.06.2008 - Weekly Status,https://netzpolitik.org/wp-upload/2014-11-Snowden-Gerontic/27_June_08_redacted.pdf,Suddeutsche Zeitung
11/20/14,Mastering the Internet (MTI) Access Project 28.11.2008 - Weekly Status,https://netzpolitik.org/wp-upload/2014-11-Snowden-Gerontic/28_November_08_redacted.pdf,Suddeutsche Zeitung
11/20/14,Mastering the Internet (MTI) Access Project 06.02.2009 - Weekly Status,https://netzpolitik.org/wp-upload/2014-11-Snowden-Gerontic/6_February_09_redacted.pdf,Suddeutsche Zeitung
11/20/14,Computer Network Exploitation (CNE) EndPoint Project Load - Pfenning,https://netzpolitik.org/wp-upload/2014-11-Snowden-Gerontic/CNE_PFENNING_ALPHA_redacted.pdf,Suddeutsche Zeitung
11/20/14,Cable Master List: Flag EA,https://netzpolitik.org/wp-upload/2014-11-Snowden-Gerontic/FEA_cable_list.pdf,Suddeutsche Zeitung
11/20/14,PTC Glossary: INCENSER,https://netzpolitik.org/wp-upload/2014-11-Snowden-Gerontic/PTC_Glossary_redacted.pdf,Suddeutsche Zeitung
11/20/14,Access Breakdown,https://netzpolitik.org/wp-upload/2014-11-Snowden-Cable-Master-List/access_breakdown.pdf,Suddeutsche Zeitung
11/20/14,Cable Master List - Data,https://netzpolitik.org/wp-upload/2014-11-Snowden-Cable-Master-List/data.pdf,Suddeutsche Zeitung
11/20/14,Cables we do not currently have good access,https://netzpolitik.org/wp-upload/2014-11-Snowden-Cable-Master-List/no_current_access.pdf,Suddeutsche Zeitung
11/20/14,Partner Cables,https://netzpolitik.org/wp-upload/2014-11-Snowden-Cable-Master-List/partner_cables.pdf,Suddeutsche Zeitung
11/20/14,Regions,https://netzpolitik.org/wp-upload/2014-11-Snowden-Cable-Master-List/regions.pdf,Suddeutsche Zeitung
11/20/14,Where we are,https://netzpolitik.org/wp-upload/2014-11-Snowden-Cable-Master-List/WHERE_WE_ARE.pdf,Suddeutsche Zeitung
11/20/14,Where we want to be,https://netzpolitik.org/wp-upload/2014-11-Snowden-Cable-Master-List/WHERE_WE_WANT_TO_BE.pdf,Suddeutsche Zeitung
11/20/14,How Vodafone-Subsidiary Cable & Wireless Aided GCHQ's Spying Efforts,http://international.sueddeutsche.de/post/103543418200/snowden-leaks-how-vodafone-subsidiary-cable,Suddeutsche Zeitung
10/10/14,Core Secrets: NSA Saboteurs in China and Germany,https://firstlook.org/theintercept/2014/10/10/core-secrets/,Intercept
10/10/14,Sentry Eagle Brief Sheet,https://firstlook.org/theintercept/document/2014/10/10/national-initiative-protection-program-sentry-eagle/,Intercept
10/10/14,TAREX Classification Guide,https://firstlook.org/theintercept/document/2014/10/10/target-exploitation-classification-guide/,Intercept
10/10/14,Exceptionally Controlled Information Listing,https://firstlook.org/theintercept/document/2014/10/10/nsa-exceptionally-controlled-information-listing-12-september-2003/,Intercept
10/10/14,ECI WHIPGENIE Classification Guide,https://firstlook.org/theintercept/document/2014/10/10/eci-whipgenie-classification-guide/,Intercept
10/10/14,ECI Pawleys Classification Guide,https://firstlook.org/theintercept/document/2014/10/10/nsa-classification-guide-eci-pawleys/,Intercept
10/10/14,ECI Compartments,https://firstlook.org/theintercept/document/2014/10/10/eci-control-authorities/,Intercept
10/10/14,CNO Core Secrets Slide Slices,https://firstlook.org/theintercept/document/2014/10/10/cno-core-secrets/,Intercept
10/10/14,CNO Core Secrets Security Structure,https://firstlook.org/theintercept/document/2014/10/10/cno-core-secrets-security-structure/,Intercept
10/10/14,Computer Network Exploitation Classification Guide,https://firstlook.org/theintercept/document/2014/10/10/computer-network-exploitation-classification-guide/,Intercept
10/10/14,CNO Core Secrets,https://firstlook.org/theintercept/document/2014/10/10/cno-core-secrets-2/,Intercept
9/15/14,Treasure Map Announces a New Release,https://firstlook.org/theintercept/2014/09/15/new-zealand-gcsb-speargun-mass-surveillance/,Intercept
9/15/14,Treasure Map Presentation,https://firstlook.org/theintercept/2014/09/15/new-zealand-gcsb-speargun-mass-surveillance/,Intercept
9/15/14,New Zealand Visit Precis,https://firstlook.org/theintercept/2014/09/15/new-zealand-gcsb-speargun-mass-surveillance/,Intercept
9/15/14,Key Activities In Progress,https://firstlook.org/theintercept/2014/09/15/new-zealand-gcsb-speargun-mass-surveillance/,Intercept
9/15/14,Speargun Phase One,http://www.spiegel.de/international/world/snowden-documents-indicate-nsa-has-breached-deutsche-telekom-a-991503.html,Der Spiegel
9/15/14,Speargun Underway,http://www.spiegel.de/international/world/snowden-documents-indicate-nsa-has-breached-deutsche-telekom-a-991503.html,Der Spiegel
9/5/14,Satellite Teleport Knowledge,http://www.spiegel.de/international/world/snowden-documents-indicate-nsa-has-breached-deutsche-telekom-a-991503.html,Der Spiegel
8/31/14,Collaboration in Overdrive: A CNE Success (NSA),http://www.spiegel.de/media/media-34650.pdf,Der Spiegel
8/31/14,Turkey and the PKK (NSA),http://www.spiegel.de/media/media-34651.pdf,Der Spiegel
8/31/14,NCRs with Foreign Relations Missions Become 'SUSLAs' (NSA),http://www.spiegel.de/media/media-34652.pdf,Der Spiegel
8/31/14,SINIO Seminar: Turkish Presidential and Parliamentary Elections (NSA),http://www.spiegel.de/media/media-34653.pdf,Der Spiegel
8/31/14,NSA Intelligence Relationship with Turkey - Turkish National Intelligence Organization (MIT) and the Turkish Intelligence Directorate (SIB) (NSA),http://www.spiegel.de/media/media-34654.pdf,Der Spiegel
8/31/14,NSAs Oldest Third Party Partnership (NSA),http://www.spiegel.de/media/media-34655.pdf,Der Spiegel
8/31/14,Agenda 14-15 May 2013: Brigadier general XXXXXXX YYYY - Turkish Signal Intelligence Chief (NSA),http://www.spiegel.de/media/media-34656.pdf,Der Spiegel
8/31/14,SINIO Series of Strategic Intelligence Issue Seminars Begins with Tough Times for Turkey (NSA),http://www.spiegel.de/media/media-34657.pdf,Der Spiegel
8/31/14,JORDAN-BELGIUM (GCHQ),http://www.spiegel.de/media/media-34658.pdf,Der Spiegel
8/31/14,Load Sharing Carriers R.O.W. (via UK) in IRAQ plus RLEs (GCHQ),http://www.spiegel.de/media/media-34659.pdf,Der Spiegel
8/31/14,Turkey at the G20 Pre-Meeting in London September 2-5 2009 (GCHQ),http://www.spiegel.de/media/media-34660.pdf,Der Spiegel
8/31/14,MHS/GCHQ Projects - Turkey Energy Company Development (GCHQ),http://www.spiegel.de/media/media-34661.pdf,Der Spiegel
8/31/14,Kurdistan Regional Government (GCHQ),http://www.spiegel.de/media/media-34662.pdf,Der Spiegel
8/31/14,SINIO Seminar: Turkey and the Kurds (NSA),http://www.spiegel.de/media/media-34649.pdf,Der Spiegel
8/31/14,A Two-Faced Friendship: Turkey Is 'Partner and Target' for the NSA,http://www.spiegel.de/international/world/documents-show-nsa-and-gchq-spied-on-partner-turkey-a-989011.html,Der Spiegel
8/25/14,CIA Colleagues Enthusiastically Welcome NSA Training,https://firstlook.org/theintercept/document/2014/08/25/cia-colleagues-enthusiastically-welcome-nsa-training,Intercept
8/25/14,Sharing Communications Metadata Across the U.S. Intelligence Community,https://firstlook.org/theintercept/document/2014/08/25/sharing-communications-metadata-across-u-s-intelligence-community,Intercept
8/25/14,CRISSCROSS/PROTON Point Paper,https://firstlook.org/theintercept/document/2014/08/25/crisscross-proton-point-paper,Intercept
8/25/14,Decision Memorandum for the DNI on ICREACH,https://firstlook.org/theintercept/document/2014/08/25/decision-memorandum-dni-icreach,Intercept
8/25/14,Metadata Sharing Memorandum,https://firstlook.org/theintercept/document/2014/08/25/metadata-sharing-memorandum-2005,Intercept
8/25/14,Sharing SIGINT metadata on ICREACH,https://firstlook.org/theintercept/document/2014/08/25/sharing-sigint-metadata-icreach,Intercept
8/25/14,Metadata Policy Conference,https://firstlook.org/theintercept/document/2014/08/25/metadata-policy-conference,Intercept
8/25/14,ICREACH Wholesale Sharing,https://firstlook.org/theintercept/document/2014/08/25/icreach-wholesale-sharing-2007,Intercept
8/25/14,Black Budget Extracts,https://firstlook.org/theintercept/document/2014/08/25/black-budget-extracts,Intercept
8/25/14,The Surveillance Engine: How the NSA Built Its Own Secret Google,https://firstlook.org/theintercept/article/2014/08/25/icreach-nsa-cia-secret-google-crisscross-proton,Intercept
8/12/14,HACIENDA Program,http://www.heise.de/ct/artikel/NSA-GCHQ-The-HACIENDA-Program-for-Internet-Colonization-2292681.html,Heise
8/5/14,GCHQ Covert Mobile Phones Policy,https://firstlook.org/theintercept/2014/08/12/nprs-dina-temple-raston-passed-cia-funded-nsa-contractor-independent-fear-monger-snowden-reporting/,Intercept
8/3/14,Directorate of Terrorist Identities (DTI) Strategic Accomplishments 2013,https://firstlook.org/theintercept/article/2014/08/05/watch-commander/,Intercept
8/3/14,Israel-US 1999 Agreement,https://firstlook.org/theintercept/2014/08/04/cash-weapons-surveillance/,Intercept
7/25/14,NSA Intelligence Relationship With Israel,https://firstlook.org/theintercept/2014/08/04/cash-weapons-surveillance/,Intercept
7/23/14,Saudi Arabia Information Paper,https://firstlook.org/theintercept/2014/07/25/nsas-new-partner-spying-saudi-arabias-brutal-state-police/,Intercept
7/23/14,Signals Intelligence Authority Decision Tree,http://www.washingtonpost.com/blogs/the-switch/wp/2014/07/23/privacy-watchdogs-next-target-the-least-known-but-biggest-aspect-of-nsa-surveillance/,Washington Post
7/14/14,GCHQ's Joint Threat Research Intelligence Group,https://firstlook.org/theintercept/2014/07/14/manipulating-online-polls-ways-british-spies-seek-control-internet/,Intercept
7/9/14,Spying on Muslim-American Leaders,https://firstlook.org/theintercept/article/2014/07/09/under-surveillance/,Intercept
6/30/14,NSA document on targeting Five Eyes countries and territories,http://apps.washingtonpost.com/g/page/world/nsa-document-on-targeting-five-eyes-countries-and-territories/1142/,Washington Post
6/30/14,"DNI, attorney general certify surveillance targets 'reasonably believed' to be outside U.S.",http://apps.washingtonpost.com/g/page/world/dni-attorney-general-certify-surveillance-targets-will-be-reasonably-believed-to-be-outside-united-states/1134/,Washington Post
6/30/14,FISA Amendments Act of 2008 Section 702 summary document,http://apps.washingtonpost.com/g/page/world/fisa-amendments-act-of-2008-section-702-summary-document/1141/,Washington Post
6/30/14,NSA director Keith Alexander's Affidavit Regarding Spying on Foreign Entities,http://apps.washingtonpost.com/g/page/world/nsa-directors-affidavit-on-foreign-surveillance/1135/,Washington Post
6/30/14,FISA Judge's Order Authorizing Surveillance of Foreign Entities ,http://apps.washingtonpost.com/g/page/world/fisa-judges-order-authorizing-surveillance-of-foreign-governments-and-organizations/1132/,Washington Post
6/30/14,List of Foreign Entities Authorized for Surveillance,http://www.washingtonpost.com/world/national-security/court-gave-nsa-broad-leeway-in-surveillance-documents-show/2014/06/30/32b872ec-fae4-11e3-8176-f2c941cf35f1_story.html?hpid=z5,Washington Post
6/30/14,ODNI Certification Regarding Foreign Entities,http://www.washingtonpost.com/world/national-security/court-gave-nsa-broad-leeway-in-surveillance-documents-show/2014/06/30/32b872ec-fae4-11e3-8176-f2c941cf35f1_story.html?hpid=z5,Washington Post
6/30/14,"Court gave NSA broad leeway in surveillance, documents show",http://www.washingtonpost.com/world/national-security/court-gave-nsa-broad-leeway-in-surveillance-documents-show/2014/06/30/32b872ec-fae4-11e3-8176-f2c941cf35f1_story.html,Washington Post
6/18/14,Nostalgic recollections out of the NSA intranet from NSA workers formerly stationed in Bad Aibling,http://www.spiegel.de/media/media-34044.pdf,Der Spiegel
6/18/14,"Document excerpt on the sharing of the NSA spy tool XKeyscore with the Federal Office for the Protection of the Constitution (BfV), Germany's domestic intelligence agency",http://www.spiegel.de/media/media-34045.pdf,Der Spiegel
6/18/14,"Secret document on the cooperation between the NSA, BND and BfV in the fight against terrorism",http://www.spiegel.de/media/media-34046.pdf,Der Spiegel
6/18/14,Preliminary agenda of a meeting between high-ranking NSA and BND officials,http://www.spiegel.de/media/media-34116.pdf,Der Spiegel
6/18/14,Briefing on the visit to the NSA of a high-ranking BND official,http://www.spiegel.de/media/media-34117.pdf,Der Spiegel
6/18/14,Final agenda of a meeting between high-ranking NSA and BND officials,http://www.spiegel.de/media/media-34118.pdf,Der Spiegel
6/18/14,Internal NSA presentation on the BND's organization,http://www.spiegel.de/media/media-34050.pdf,Der Spiegel
6/18/14,Internal NSA discussion guidelines relating to cooperation with the BND and BfV,http://www.spiegel.de/media/media-34051.pdf,Der Spiegel
6/18/14,Internal NSA discussion guidelines in preparation for a meeting with high-ranking BND officials,http://www.spiegel.de/media/media-34119.pdf,Der Spiegel
